Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15
>0.30,>0.40,>0.50,>0.65,>0.80,>1.0,>1.6,>2.0,>3.0,>4.0,>5.0,>7.5,>10.0,>15.0,>20.0
