Software ver: OPC-N3 Alphasense 1.0.6457.18465
Device SerNo,OPC-N3 177470016                                            
InfoString,OPC-N3 Iss1.1 FirmwareVer=1.17............................BS
Laser digital pot setting,145
Fan digital pot setting,255
ToF to SFR factor,56
Bins,Bin00,Bin01,Bin02,Bin03,Bin04,Bin05,Bin06,Bin07,Bin08,Bin09,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,Bin16,Bin17,Bin18,Bin19,Bin20,Bin21,Bin22,Bin23,Bin23 (upper boundary)
Bin low boundary (ADC o/p),14,40,80,120,145,215,340,590,846,1363,2029,2848,4119,5527,7076,8624,10204,11815,13457,15897,18305,20698,22966,25140,27158
Bin low boundary (particle diameter [um]),0.35,0.46,0.66,1.00,1.30,1.70,2.30,3.00,4.00,5.20,6.50,8.00,10.00,12.00,14.00,16.00,18.00,20.00,22.00,25.00,28.00,31.00,34.00,37.00,40.00
Bin mean (particle diameter [um]),0.41,0.56,0.83,1.15,1.50,2.00,2.65,3.50,4.60,5.85,7.25,9.00,11.00,13.00,15.00,17.00,19.00,21.00,23.50,26.50,29.50,32.50,35.50,38.50
Vol of a particle in bin (um3),0.0348,0.0920,0.2994,0.7963,1.7671,4.1888,9.7440,22.4493,50.9650,104.8253,199.5320,381.7035,696.9100,1150.3465,1767.1459,2572.4408,3591.3640,4849.0483,6795.1995,9743.9769,13442.0241,17974.1642,23425.2202,29880.0150
Weighting for bin,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Data:
OADateTime,Bin00,Bin01,Bin02,Bin03,Bin04,Bin05,Bin06,Bin07,Bin08,Bin09,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,Bin16,Bin17,Bin18,Bin19,Bin20,Bin21,Bin22,Bin23,MeanToFBin1(us),MeanToFBin3(us),MeanToFBin5(us),MeanToFBin7(us),Count/s,SamplingPeriod(s),SFR(ml/s),Temperature(C),RelativeHumidity(%),#RejectGlitch,#RejectLongTOF,#RejectRatio,#RejectOutOfRange,FanRevCount,LaserStatus,PM1(ug/m3),PM2.5(ug/m3),PM10(ug/m3),RollMean_PM1,RollMean_PM2.5,RollMean_PM10
43578.9569558333,2.405,0.401,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.33,0.00,0.00,0.00,2.806,4.99,5.40,31.2,27.4,2,0,488,0,0,609,0.02,0.02,0.02,0.04,0.12,0.25
43578.9570715741,2.806,0.601,0.200,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.67,10.00,0.00,0.00,3.808,4.99,5.42,31.2,27.4,0,0,471,1,0,609,0.04,0.07,0.07,0.03,0.11,0.24
43578.9571873148,3.407,0.601,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.67,0.00,9.67,0.00,4.208,4.99,5.44,31.2,27.4,2,0,501,0,0,609,0.04,0.13,0.18,0.03,0.11,0.24
43578.9573030556,3.006,0.601,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.33,0.00,0.00,0.00,3.607,4.99,5.42,31.2,27.4,2,0,508,1,0,608,0.03,0.03,0.03,0.03,0.11,0.24
43578.9574187963,1.804,0.601,0.401,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.67,0.00,0.00,0.00,2.806,4.99,5.38,31.2,27.4,3,0,492,1,0,609,0.04,0.04,0.04,0.03,0.11,0.24
43578.957534537,3.407,0.200,0.200,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.67,0.00,13.67,0.00,4.008,4.99,5.39,31.2,27.4,2,0,503,2,0,609,0.04,0.14,0.18,0.03,0.11,0.23
43578.9576502778,3.407,0.601,0.601,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.33,0.00,0.00,0.00,4.609,4.99,5.37,31.2,27.4,3,0,477,2,0,609,0.05,0.06,0.06,0.03,0.11,0.23
43578.9577660185,3.407,0.601,0.401,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.33,0.00,0.00,0.00,4.409,4.99,5.35,31.2,27.4,0,0,487,0,0,609,0.05,0.05,0.05,0.04,0.10,0.21
43578.9578817593,3.407,0.401,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.00,0.00,10.00,0.00,4.008,4.99,5.35,31.2,27.4,2,0,509,0,0,609,0.03,0.13,0.18,0.04,0.10,0.22
43578.9579975,2.405,0.200,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.00,8.00,0.00,0.00,2.806,4.99,5.36,31.2,27.4,1,0,488,0,0,609,0.03,0.05,0.05,0.04,0.10,0.22
43578.9581132407,3.407,0.401,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.67,0.00,0.00,0.00,3.808,4.99,5.37,31.2,27.4,4,0,495,1,0,607,0.03,0.03,0.03,0.03,0.10,0.22
43578.9582289815,2.204,1.002,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.67,0.00,0.00,0.00,3.407,4.99,5.41,31.2,27.4,4,0,550,0,0,609,0.04,0.04,0.04,0.04,0.10,0.22
43578.9583447222,1.804,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.67,0.00,0.00,0.00,2.004,4.99,5.40,31.2,27.4,1,0,493,0,0,609,0.01,0.01,0.01,0.03,0.10,0.22
43578.958460463,2.605,0.401,0.200,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.67,0.00,0.00,0.00,3.407,4.99,5.41,31.2,27.4,3,0,504,1,0,609,0.04,0.09,0.10,0.04,0.10,0.21
43578.9585762037,2.405,0.200,0.000,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.33,0.00,0.00,12.33,2.806,4.99,5.43,31.2,27.4,3,0,478,0,0,609,0.02,0.17,0.76,0.03,0.10,0.23
43578.9586919444,3.206,0.601,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.00,0.00,0.00,0.00,3.808,4.99,5.37,31.2,27.4,4,0,491,0,0,609,0.03,0.03,0.03,0.03,0.10,0.22
43578.9588076852,4.008,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.67,0.00,0.00,0.00,4.409,4.99,5.37,31.2,27.4,6,0,493,0,0,608,0.03,0.09,3.05,0.03,0.10,0.32
43578.9589234259,1.804,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.33,0.00,0.00,0.00,2.004,4.99,5.39,31.2,27.4,3,0,469,0,0,609,0.01,0.01,0.01,0.03,0.09,0.30
43578.9590391667,3.006,0.601,0.200,0.000,0.000,0.000,0.000,0.200,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.00,0.00,0.00,16.33,4.208,4.99,5.39,31.2,27.4,2,0,469,2,0,609,0.04,0.30,2.41,0.03,0.09,0.32
43578.9591549074,3.006,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,14.33,3.206,4.99,5.39,31.2,27.4,3,0,487,0,0,609,0.02,0.17,0.77,0.03,0.09,0.34
43578.9592706481,3.407,0.401,0.000,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.67,0.00,0.00,13.00,4.008,4.99,5.36,31.2,27.4,0,0,442,1,0,609,0.03,0.18,0.78,0.03,0.09,0.36
43578.9593863889,2.405,0.200,0.000,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.67,0.00,0.00,14.67,2.806,4.99,5.37,31.3,27.4,2,0,481,3,0,609,0.02,0.17,0.77,0.03,0.09,0.37
43578.9595021296,3.206,0.601,0.000,0.000,0.200,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.33,0.00,11.00,0.00,4.208,4.99,5.42,31.2,27.4,5,0,481,1,0,609,0.05,0.19,0.24,0.03,0.10,0.38
43578.9596178704,3.407,0.601,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.00,0.00,0.00,0.00,4.208,4.99,5.42,31.2,27.4,2,0,462,0,0,609,0.04,0.04,0.04,0.03,0.09,0.38
43578.9597336111,3.407,0.601,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.67,0.00,0.00,0.00,4.208,4.99,5.38,31.2,27.4,6,0,466,0,0,609,0.03,0.18,0.37,0.03,0.10,0.39
43578.9598493519,2.004,0.401,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.33,0.00,0.00,0.00,2.405,4.99,5.41,31.2,27.4,1,0,474,2,0,609,0.02,0.02,0.02,0.03,0.10,0.39
43578.9599650926,2.204,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,2.405,4.99,5.41,31.2,27.5,2,0,467,3,0,609,0.02,0.02,0.02,0.03,0.10,0.39
43578.9600808333,3.407,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,3.407,4.99,5.41,31.2,27.4,3,0,477,1,0,609,0.02,0.02,0.02,0.03,0.09,0.36
43578.9601965741,2.204,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,2.204,4.99,5.41,31.2,27.4,2,0,487,2,0,609,0.01,0.01,0.01,0.03,0.09,0.36
43578.9603123148,3.206,0.200,0.200,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.33,0.00,0.00,13.00,3.808,4.99,5.42,31.2,27.4,4,0,476,0,0,609,0.03,0.19,0.78,0.03,0.09,0.37
43578.9604280556,3.607,0.200,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.67,8.67,0.00,0.00,4.008,4.99,5.43,31.2,27.5,4,0,467,0,0,608,0.04,0.05,0.05,0.03,0.09,0.37
43578.9605437963,3.006,0.000,0.601,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,10.33,3.808,4.99,5.43,31.2,27.4,3,0,478,0,0,609,0.04,0.20,0.80,0.03,0.10,0.40
43578.960659537,4.008,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,4.208,4.99,5.43,31.2,27.4,3,0,477,1,0,609,0.03,0.08,0.09,0.03,0.09,0.39
43578.9607752778,2.605,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.67,0.00,0.00,0.00,2.806,4.99,5.44,31.2,27.4,0,0,493,0,0,609,0.02,0.02,0.02,0.03,0.09,0.39
43578.9608910185,2.806,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.00,0.00,0.00,0.00,3.006,4.99,5.46,31.2,27.4,4,0,498,0,0,609,0.02,0.02,0.02,0.03,0.09,0.39
43578.9610067593,3.006,0.601,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.33,0.00,0.00,0.00,3.607,4.99,5.44,31.2,27.4,4,0,500,2,0,609,0.03,0.03,0.03,0.03,0.09,0.39
43578.9611225,2.004,0.200,0.000,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.00,0.00,0.00,13.33,2.405,4.99,5.48,31.2,27.4,1,0,460,1,0,609,0.02,0.17,0.75,0.03,0.09,0.41
43578.9612382407,3.006,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.67,0.00,0.00,0.00,3.206,4.99,5.49,31.2,27.4,1,0,493,2,0,609,0.02,0.02,0.02,0.03,0.09,0.41
43578.9613539815,3.006,0.401,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.00,0.00,9.67,0.00,3.607,4.99,5.53,31.2,27.4,4,0,476,2,0,609,0.03,0.13,0.17,0.03,0.09,0.41
43578.9614697222,2.806,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,2.806,4.99,5.53,31.2,27.4,3,0,484,1,0,609,0.02,0.02,0.02,0.03,0.09,0.41
43578.961585463,4.609,0.200,0.000,0.000,0.200,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.67,0.00,0.00,0.00,5.210,4.99,5.52,31.2,27.4,5,0,492,0,0,609,0.04,0.23,0.42,0.03,0.10,0.42
43578.9617012037,3.808,0.200,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.33,11.33,0.00,0.00,4.208,4.99,5.55,31.2,27.4,0,0,469,1,0,609,0.04,0.05,0.05,0.03,0.10,0.42
43578.9618169444,0.802,0.401,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.67,0.00,0.00,0.00,1.202,4.99,5.52,31.2,27.4,3,0,510,3,0,609,0.01,0.01,0.01,0.03,0.10,0.42
43578.9619326852,4.008,0.401,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.00,0.00,0.00,0.00,4.409,4.99,5.56,31.2,27.5,2,0,498,0,0,609,0.03,0.03,0.03,0.03,0.10,0.42
43578.9620484259,1.804,0.601,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.33,0.00,0.00,0.00,2.405,4.99,5.47,31.2,27.4,1,0,520,1,0,609,0.02,0.02,0.02,0.03,0.09,0.40
43578.9621641667,2.004,0.601,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.67,0.00,0.00,0.00,2.605,4.99,5.49,31.2,27.4,3,0,521,1,0,609,0.02,0.02,0.02,0.03,0.09,0.39
43578.9622799074,1.603,0.200,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.00,9.33,0.00,0.00,2.004,4.99,5.49,31.2,27.4,3,0,490,1,0,608,0.02,0.04,0.04,0.03,0.09,0.29
43578.9623956481,2.405,1.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.33,0.00,0.00,0.00,3.407,4.99,5.45,31.2,27.4,4,0,483,2,0,609,0.03,0.03,0.03,0.03,0.09,0.30
43578.9625113889,2.004,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.33,0.00,0.00,0.00,2.204,4.99,5.42,31.2,27.4,3,0,487,1,0,609,0.02,0.02,0.02,0.03,0.08,0.22
43578.9626271296,1.804,0.200,0.401,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.33,0.00,0.00,0.00,2.405,4.99,5.43,31.2,27.4,1,0,489,1,0,609,0.03,0.04,0.04,0.03,0.08,0.19
43578.9627428704,3.213,0.000,0.000,0.000,0.000,0.201,0.201,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,9.00,0.00,3.614,4.98,5.43,31.2,27.4,2,0,493,0,0,609,0.03,0.27,0.50,0.03,0.08,0.18
43578.9628586111,2.605,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.00,0.00,0.00,0.00,2.806,4.99,5.48,31.2,27.4,1,0,483,2,0,608,0.02,0.02,0.02,0.03,0.07,0.16
43578.9629743519,4.008,0.401,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.33,0.00,0.00,0.00,4.609,4.99,5.42,31.2,27.4,4,0,503,3,0,609,0.04,0.09,0.09,0.03,0.07,0.15
43578.9630900926,2.806,0.401,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.00,0.00,0.00,0.00,3.206,4.99,5.46,31.2,27.4,1,0,485,0,0,609,0.02,0.02,0.02,0.03,0.07,0.15
43578.9632058333,4.810,0.401,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.67,0.00,0.00,0.00,5.210,4.99,5.39,31.3,27.4,3,0,477,0,0,609,0.04,0.04,0.04,0.03,0.06,0.14
43578.9633215741,3.206,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.00,0.00,0.00,0.00,3.407,4.99,5.44,31.2,27.4,0,0,495,1,0,609,0.02,0.02,0.02,0.03,0.07,0.14
43578.9634373148,2.004,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.00,0.00,0.00,0.00,2.204,4.99,5.39,31.2,27.4,3,0,478,0,0,609,0.02,0.02,0.02,0.03,0.06,0.14
43578.9635530556,3.206,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.67,0.00,0.00,0.00,3.607,4.99,5.40,31.3,27.4,2,0,493,2,0,608,0.02,0.13,1.64,0.03,0.07,0.19
43578.9636687963,3.407,0.401,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.67,0.00,0.00,0.00,4.008,4.99,5.37,31.2,27.4,3,0,493,0,0,609,0.03,0.14,1.65,0.03,0.07,0.25
43578.963784537,2.204,0.401,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.67,0.00,0.00,0.00,2.605,4.99,5.39,31.2,27.3,2,0,476,0,0,607,0.02,0.02,0.02,0.03,0.07,0.22
43578.9639002778,2.204,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,2.204,4.99,5.39,31.2,27.4,3,0,502,1,0,609,0.01,0.01,0.01,0.03,0.07,0.22
43578.9640160185,2.806,0.200,0.200,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.67,0.00,11.67,0.00,3.407,4.99,5.42,31.2,27.4,3,0,474,3,0,609,0.03,0.14,0.18,0.03,0.06,0.20
43578.9641317593,3.006,0.401,0.000,0.000,0.401,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.33,0.00,0.00,0.00,4.008,4.99,5.45,31.2,27.4,1,0,478,2,0,609,0.05,0.28,0.48,0.03,0.07,0.21
43578.9642475,3.206,0.802,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.33,0.00,10.33,0.00,4.208,4.99,5.51,31.2,27.4,2,0,493,1,0,609,0.04,0.13,0.18,0.03,0.07,0.22
43578.9643632407,3.006,0.601,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.00,0.00,0.00,0.00,3.808,4.99,5.50,31.2,27.4,2,0,484,0,0,609,0.04,0.08,0.09,0.03,0.08,0.22
43578.9644789815,3.206,0.601,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.67,0.00,0.00,0.00,3.808,4.99,5.39,31.2,27.4,1,0,509,2,0,609,0.03,0.03,0.03,0.03,0.08,0.22
43578.9645947222,4.810,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,4.810,4.99,5.39,31.3,27.4,2,0,506,0,0,609,0.03,0.03,0.03,0.03,0.07,0.20
43578.964710463,2.605,0.200,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.33,0.00,0.00,0.00,3.006,4.99,5.41,31.3,27.4,2,0,503,0,0,609,0.03,0.08,0.08,0.03,0.07,0.20
43578.9648262037,2.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,2.004,4.99,5.41,31.2,27.4,1,0,518,1,0,608,0.01,0.01,0.01,0.03,0.07,0.19
43578.9649419444,3.206,0.601,0.200,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.00,0.00,0.00,0.00,4.208,4.99,5.41,31.2,27.4,3,0,484,0,0,609,0.05,0.10,0.10,0.03,0.07,0.20
43578.9650576852,2.204,0.200,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.67,0.00,0.00,0.00,2.605,4.99,5.44,31.3,27.4,3,0,515,1,0,609,0.02,0.03,0.03,0.03,0.07,0.18
43578.9651734259,2.405,0.601,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.67,9.00,0.00,0.00,3.206,4.99,5.40,31.2,27.4,3,0,518,0,0,609,0.03,0.05,0.05,0.03,0.07,0.18
43578.9652891667,5.010,0.802,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.00,0.00,0.00,0.00,5.812,4.99,5.40,31.2,27.4,1,0,510,0,0,609,0.04,0.05,0.05,0.03,0.07,0.19
