TimeBeginning,TimeEnding,1028100_PM10_21_PreScaled,1028100_PM10_21_Scaled,1028100_PM10_21_Unit,1028100_PM10_21_Slope,1028100_PM10_21_Offset,1028100_PM10_21_Status,1028100_PM2.5_23_PreScaled,1028100_PM2.5_23_Scaled,1028100_PM2.5_23_Unit,1028100_PM2.5_23_Slope,1028100_PM2.5_23_Offset,1028100_PM2.5_23_Status
27/01/2018 13:15,27/01/2018 13:30,1.103,1.103,ug/m3,1,0,Valid,0.607,0.607,ug/m3,1,0,Valid
27/01/2018 13:30,27/01/2018 13:45,1.324,1.324,ug/m3,1,0,Valid,0.698,0.698,ug/m3,1,0,Valid
27/01/2018 13:45,27/01/2018 14:00,1.836,1.836,ug/m3,1,0,Valid,0.884,0.884,ug/m3,1,0,Valid
27/01/2018 14:00,27/01/2018 14:15,2.23,2.23,ug/m3,1,0,Valid,0.924,0.924,ug/m3,1,0,Valid
27/01/2018 14:15,27/01/2018 14:30,1.287,1.287,ug/m3,1,0,Valid,0.787,0.787,ug/m3,1,0,Valid
27/01/2018 14:30,27/01/2018 14:45,1.478,1.478,ug/m3,1,0,Valid,0.718,0.718,ug/m3,1,0,Valid
27/01/2018 14:45,27/01/2018 15:00,1.564,1.564,ug/m3,1,0,Valid,0.689,0.689,ug/m3,1,0,Valid
27/01/2018 15:00,27/01/2018 15:15,1.246,1.246,ug/m3,1,0,Valid,0.779,0.779,ug/m3,1,0,Valid
27/01/2018 15:15,27/01/2018 15:30,1.571,1.571,ug/m3,1,0,Valid,0.752,0.752,ug/m3,1,0,Valid
27/01/2018 15:30,27/01/2018 15:45,1.367,1.367,ug/m3,1,0,Valid,0.599,0.599,ug/m3,1,0,Valid
27/01/2018 15:45,27/01/2018 16:00,1.268,1.268,ug/m3,1,0,Valid,0.567,0.567,ug/m3,1,0,Valid
27/01/2018 16:00,27/01/2018 16:15,1.315,1.315,ug/m3,1,0,Valid,0.642,0.642,ug/m3,1,0,Valid
27/01/2018 16:15,27/01/2018 16:30,1.746,1.746,ug/m3,1,0,Valid,0.693,0.693,ug/m3,1,0,Valid
27/01/2018 16:30,27/01/2018 16:45,1.564,1.564,ug/m3,1,0,Valid,0.753,0.753,ug/m3,1,0,Valid
27/01/2018 16:45,27/01/2018 17:00,1.895,1.895,ug/m3,1,0,Valid,0.729,0.729,ug/m3,1,0,Valid
27/01/2018 17:00,27/01/2018 17:15,2.109,2.109,ug/m3,1,0,Valid,0.964,0.964,ug/m3,1,0,Valid
27/01/2018 17:15,27/01/2018 17:30,1.246,1.246,ug/m3,1,0,Valid,0.724,0.724,ug/m3,1,0,Valid
27/01/2018 17:30,27/01/2018 17:45,1.176,1.176,ug/m3,1,0,Valid,0.757,0.757,ug/m3,1,0,Valid
27/01/2018 17:45,27/01/2018 18:00,2.293,2.293,ug/m3,1,0,Valid,0.907,0.907,ug/m3,1,0,Valid
27/01/2018 18:00,27/01/2018 18:15,3.306,3.306,ug/m3,1,0,Valid,0.953,0.953,ug/m3,1,0,Valid
27/01/2018 18:15,27/01/2018 18:30,4.827,4.827,ug/m3,1,0,Valid,1.571,1.571,ug/m3,1,0,Valid
27/01/2018 18:30,27/01/2018 18:45,3.576,3.576,ug/m3,1,0,Valid,2.295,2.295,ug/m3,1,0,Valid
27/01/2018 18:45,27/01/2018 19:00,3.908,3.908,ug/m3,1,0,Valid,2.192,2.192,ug/m3,1,0,Valid
27/01/2018 19:00,27/01/2018 19:15,3.798,3.798,ug/m3,1,0,Valid,2.299,2.299,ug/m3,1,0,Valid
27/01/2018 19:15,27/01/2018 19:30,3.494,3.494,ug/m3,1,0,Valid,2.338,2.338,ug/m3,1,0,Valid
27/01/2018 19:30,27/01/2018 19:45,4.725,4.725,ug/m3,1,0,Valid,2.351,2.351,ug/m3,1,0,Valid
27/01/2018 19:45,27/01/2018 20:00,6.638,6.638,ug/m3,1,0,Valid,2.308,2.308,ug/m3,1,0,Valid
27/01/2018 20:00,27/01/2018 20:15,3.205,3.205,ug/m3,1,0,Valid,2.176,2.176,ug/m3,1,0,Valid
27/01/2018 20:15,27/01/2018 20:30,3.442,3.442,ug/m3,1,0,Valid,2.043,2.043,ug/m3,1,0,Valid
27/01/2018 20:30,27/01/2018 20:45,2.644,2.644,ug/m3,1,0,Valid,1.805,1.805,ug/m3,1,0,Valid
27/01/2018 20:45,27/01/2018 21:00,5.261,5.261,ug/m3,1,0,Valid,2.662,2.662,ug/m3,1,0,Valid
27/01/2018 21:00,27/01/2018 21:15,5.091,5.091,ug/m3,1,0,Valid,3.163,3.163,ug/m3,1,0,Valid
27/01/2018 21:15,27/01/2018 21:30,5.617,5.617,ug/m3,1,0,Valid,3.545,3.545,ug/m3,1,0,Valid
27/01/2018 21:30,27/01/2018 21:45,5.475,5.475,ug/m3,1,0,Valid,3.356,3.356,ug/m3,1,0,Valid
27/01/2018 21:45,27/01/2018 22:00,4.838,4.838,ug/m3,1,0,Valid,3.463,3.463,ug/m3,1,0,Valid
27/01/2018 22:00,27/01/2018 22:15,5.453,5.453,ug/m3,1,0,Valid,3.651,3.651,ug/m3,1,0,Valid
27/01/2018 22:15,27/01/2018 22:30,6.417,6.417,ug/m3,1,0,Valid,4.405,4.405,ug/m3,1,0,Valid
27/01/2018 22:30,27/01/2018 22:45,5.223,5.223,ug/m3,1,0,Valid,3.648,3.648,ug/m3,1,0,Valid
27/01/2018 22:45,27/01/2018 23:00,5.255,5.255,ug/m3,1,0,Valid,3.297,3.297,ug/m3,1,0,Valid
27/01/2018 23:00,27/01/2018 23:15,4.192,4.192,ug/m3,1,0,Valid,3.236,3.236,ug/m3,1,0,Valid
27/01/2018 23:15,27/01/2018 23:30,4.511,4.511,ug/m3,1,0,Valid,3.729,3.729,ug/m3,1,0,Valid
27/01/2018 23:30,27/01/2018 23:45,4.767,4.767,ug/m3,1,0,Valid,3.697,3.697,ug/m3,1,0,Valid
27/01/2018 23:45,28/01/2018 00:00,4.574,4.574,ug/m3,1,0,Valid,3.588,3.588,ug/m3,1,0,Valid
28/01/2018 00:00,28/01/2018 00:15,4.611,4.611,ug/m3,1,0,Valid,3.235,3.235,ug/m3,1,0,Valid
28/01/2018 00:15,28/01/2018 00:30,5.848,5.848,ug/m3,1,0,Valid,4.345,4.345,ug/m3,1,0,Valid
28/01/2018 00:30,28/01/2018 00:45,4.867,4.867,ug/m3,1,0,Valid,3.318,3.318,ug/m3,1,0,Valid
28/01/2018 00:45,28/01/2018 01:00,4.679,4.679,ug/m3,1,0,Valid,3.066,3.066,ug/m3,1,0,Valid
28/01/2018 01:00,28/01/2018 01:15,5.108,5.108,ug/m3,1,0,Valid,3.945,3.945,ug/m3,1,0,Valid
28/01/2018 01:15,28/01/2018 01:30,2.889,2.889,ug/m3,1,0,Valid,2.226,2.226,ug/m3,1,0,Valid
28/01/2018 01:30,28/01/2018 01:45,3.687,3.687,ug/m3,1,0,Valid,2.77,2.77,ug/m3,1,0,Valid
28/01/2018 01:45,28/01/2018 02:00,3.803,3.803,ug/m3,1,0,Valid,3.068,3.068,ug/m3,1,0,Valid
28/01/2018 02:00,28/01/2018 02:15,1.741,1.741,ug/m3,1,0,Valid,1.567,1.567,ug/m3,1,0,Valid
28/01/2018 02:15,28/01/2018 02:30,1.514,1.514,ug/m3,1,0,Valid,1.373,1.373,ug/m3,1,0,Valid
28/01/2018 02:30,28/01/2018 02:45,1.51,1.51,ug/m3,1,0,Valid,1.308,1.308,ug/m3,1,0,Valid
28/01/2018 02:45,28/01/2018 03:00,2.107,2.107,ug/m3,1,0,Valid,1.421,1.421,ug/m3,1,0,Valid
28/01/2018 03:00,28/01/2018 03:15,2.782,2.782,ug/m3,1,0,Valid,1.888,1.888,ug/m3,1,0,Valid
28/01/2018 03:15,28/01/2018 03:30,2.683,2.683,ug/m3,1,0,Valid,2.261,2.261,ug/m3,1,0,Valid
28/01/2018 03:30,28/01/2018 03:45,3.186,3.186,ug/m3,1,0,Valid,2.37,2.37,ug/m3,1,0,Valid
28/01/2018 03:45,28/01/2018 04:00,2.841,2.841,ug/m3,1,0,Valid,2.33,2.33,ug/m3,1,0,Valid
28/01/2018 04:00,28/01/2018 04:15,2.106,2.106,ug/m3,1,0,Valid,1.822,1.822,ug/m3,1,0,Valid
28/01/2018 04:15,28/01/2018 04:30,3.582,3.582,ug/m3,1,0,Valid,2.224,2.224,ug/m3,1,0,Valid
28/01/2018 04:30,28/01/2018 04:45,2.301,2.301,ug/m3,1,0,Valid,1.617,1.617,ug/m3,1,0,Valid
28/01/2018 04:45,28/01/2018 05:00,2.937,2.937,ug/m3,1,0,Valid,1.847,1.847,ug/m3,1,0,Valid
28/01/2018 05:00,28/01/2018 05:15,2.33,2.33,ug/m3,1,0,Valid,1.741,1.741,ug/m3,1,0,Valid
28/01/2018 05:15,28/01/2018 05:30,3.177,3.177,ug/m3,1,0,Valid,1.837,1.837,ug/m3,1,0,Valid
28/01/2018 05:30,28/01/2018 05:45,2.192,2.192,ug/m3,1,0,Valid,1.687,1.687,ug/m3,1,0,Valid
28/01/2018 05:45,28/01/2018 06:00,1.719,1.719,ug/m3,1,0,Valid,1.341,1.341,ug/m3,1,0,Valid
28/01/2018 06:00,28/01/2018 06:15,1.47,1.47,ug/m3,1,0,Valid,1.167,1.167,ug/m3,1,0,Valid
28/01/2018 06:15,28/01/2018 06:30,1.825,1.825,ug/m3,1,0,Valid,1.188,1.188,ug/m3,1,0,Valid
28/01/2018 06:30,28/01/2018 06:45,1.792,1.792,ug/m3,1,0,Valid,1.29,1.29,ug/m3,1,0,Valid
28/01/2018 06:45,28/01/2018 07:00,1.169,1.169,ug/m3,1,0,Valid,1.067,1.067,ug/m3,1,0,Valid
28/01/2018 07:00,28/01/2018 07:15,1.315,1.315,ug/m3,1,0,Valid,1.126,1.126,ug/m3,1,0,Valid
28/01/2018 07:15,28/01/2018 07:30,1.811,1.811,ug/m3,1,0,Valid,1.422,1.422,ug/m3,1,0,Valid
28/01/2018 07:30,28/01/2018 07:45,1.638,1.638,ug/m3,1,0,Valid,1.578,1.578,ug/m3,1,0,Valid
28/01/2018 07:45,28/01/2018 08:00,2.496,2.496,ug/m3,1,0,Valid,1.947,1.947,ug/m3,1,0,Valid
28/01/2018 08:00,28/01/2018 08:15,2.5,2.5,ug/m3,1,0,Valid,2.057,2.057,ug/m3,1,0,Valid
28/01/2018 08:15,28/01/2018 08:30,2.209,2.209,ug/m3,1,0,Valid,1.974,1.974,ug/m3,1,0,Valid
28/01/2018 08:30,28/01/2018 08:45,2.014,2.014,ug/m3,1,0,Valid,1.684,1.684,ug/m3,1,0,Valid
28/01/2018 08:45,28/01/2018 09:00,1.524,1.524,ug/m3,1,0,Valid,1.103,1.103,ug/m3,1,0,Valid
28/01/2018 09:00,28/01/2018 09:15,1.3,1.3,ug/m3,1,0,Valid,1.144,1.144,ug/m3,1,0,Valid
28/01/2018 09:15,28/01/2018 09:30,1.744,1.744,ug/m3,1,0,Valid,1.473,1.473,ug/m3,1,0,Valid
28/01/2018 09:30,28/01/2018 09:45,1.988,1.988,ug/m3,1,0,Valid,1.756,1.756,ug/m3,1,0,Valid
28/01/2018 09:45,28/01/2018 10:00,1.851,1.851,ug/m3,1,0,Valid,1.704,1.704,ug/m3,1,0,Valid
28/01/2018 10:00,28/01/2018 10:15,2.089,2.089,ug/m3,1,0,Valid,1.658,1.658,ug/m3,1,0,Valid
28/01/2018 10:15,28/01/2018 10:30,2.008,2.008,ug/m3,1,0,Valid,1.8,1.8,ug/m3,1,0,Valid
28/01/2018 10:30,28/01/2018 10:45,2.285,2.285,ug/m3,1,0,Valid,1.818,1.818,ug/m3,1,0,Valid
28/01/2018 10:45,28/01/2018 11:00,2.432,2.432,ug/m3,1,0,Valid,2.129,2.129,ug/m3,1,0,Valid
28/01/2018 11:00,28/01/2018 11:15,7.317,7.317,ug/m3,1,0,Valid,6.417,6.417,ug/m3,1,0,Valid
28/01/2018 11:15,28/01/2018 11:30,8.285,8.285,ug/m3,1,0,Valid,7.239,7.239,ug/m3,1,0,Valid
28/01/2018 11:30,28/01/2018 11:45,8.12,8.12,ug/m3,1,0,Valid,5.743,5.743,ug/m3,1,0,Valid
28/01/2018 11:45,28/01/2018 12:00,5.127,5.127,ug/m3,1,0,Valid,3.723,3.723,ug/m3,1,0,Valid
28/01/2018 12:00,28/01/2018 12:15,4.346,4.346,ug/m3,1,0,Valid,3.411,3.411,ug/m3,1,0,Valid
28/01/2018 12:15,28/01/2018 12:30,5.158,5.158,ug/m3,1,0,Valid,4.073,4.073,ug/m3,1,0,Valid
28/01/2018 12:30,28/01/2018 12:45,5.374,5.374,ug/m3,1,0,Valid,4.91,4.91,ug/m3,1,0,Valid
28/01/2018 12:45,28/01/2018 13:00,5.571,5.571,ug/m3,1,0,Valid,4.656,4.656,ug/m3,1,0,Valid
28/01/2018 13:00,28/01/2018 13:15,5.042,5.042,ug/m3,1,0,Valid,4.566,4.566,ug/m3,1,0,Valid
28/01/2018 13:15,28/01/2018 13:30,6.337,6.337,ug/m3,1,0,Valid,5.626,5.626,ug/m3,1,0,Valid
28/01/2018 13:30,28/01/2018 13:45,8.477,8.477,ug/m3,1,0,Valid,6.093,6.093,ug/m3,1,0,Valid
28/01/2018 13:45,28/01/2018 14:00,7.338,7.338,ug/m3,1,0,Valid,6.217,6.217,ug/m3,1,0,Valid
28/01/2018 14:00,28/01/2018 14:15,7.935,7.935,ug/m3,1,0,Valid,6.812,6.812,ug/m3,1,0,Valid
28/01/2018 14:15,28/01/2018 14:30,8.267,8.267,ug/m3,1,0,Valid,7.263,7.263,ug/m3,1,0,Valid
28/01/2018 14:30,28/01/2018 14:45,8.448,8.448,ug/m3,1,0,Valid,7.011,7.011,ug/m3,1,0,Valid
28/01/2018 14:45,28/01/2018 15:00,7.98,7.98,ug/m3,1,0,Valid,6.968,6.968,ug/m3,1,0,Valid
28/01/2018 15:00,28/01/2018 15:15,8.566,8.566,ug/m3,1,0,Valid,7.238,7.238,ug/m3,1,0,Valid
28/01/2018 15:15,28/01/2018 15:30,7.762,7.762,ug/m3,1,0,Valid,6.681,6.681,ug/m3,1,0,Valid
28/01/2018 15:30,28/01/2018 15:45,7.267,7.267,ug/m3,1,0,Valid,6.603,6.603,ug/m3,1,0,Valid
28/01/2018 15:45,28/01/2018 16:00,6.481,6.481,ug/m3,1,0,Valid,5.715,5.715,ug/m3,1,0,Valid
28/01/2018 16:00,28/01/2018 16:15,6.379,6.379,ug/m3,1,0,Valid,5.509,5.509,ug/m3,1,0,Valid
28/01/2018 16:15,28/01/2018 16:30,5.094,5.094,ug/m3,1,0,Valid,4.346,4.346,ug/m3,1,0,Valid
28/01/2018 16:30,28/01/2018 16:45,5.499,5.499,ug/m3,1,0,Valid,4.881,4.881,ug/m3,1,0,Valid
28/01/2018 16:45,28/01/2018 17:00,5.37,5.37,ug/m3,1,0,Valid,4.5,4.5,ug/m3,1,0,Valid
28/01/2018 17:00,28/01/2018 17:15,5.956,5.956,ug/m3,1,0,Valid,4.883,4.883,ug/m3,1,0,Valid
28/01/2018 17:15,28/01/2018 17:30,4.985,4.985,ug/m3,1,0,Valid,4.245,4.245,ug/m3,1,0,Valid
28/01/2018 17:30,28/01/2018 17:45,6.268,6.268,ug/m3,1,0,Valid,5.167,5.167,ug/m3,1,0,Valid
28/01/2018 17:45,28/01/2018 18:00,6.569,6.569,ug/m3,1,0,Valid,5.468,5.468,ug/m3,1,0,Valid
28/01/2018 18:00,28/01/2018 18:15,4.623,4.623,ug/m3,1,0,Valid,4.046,4.046,ug/m3,1,0,Valid
28/01/2018 18:15,28/01/2018 18:30,5.784,5.784,ug/m3,1,0,Valid,4.114,4.114,ug/m3,1,0,Valid
28/01/2018 18:30,28/01/2018 18:45,4.366,4.366,ug/m3,1,0,Valid,3.603,3.603,ug/m3,1,0,Valid
28/01/2018 18:45,28/01/2018 19:00,3.352,3.352,ug/m3,1,0,Valid,2.852,2.852,ug/m3,1,0,Valid
28/01/2018 19:00,28/01/2018 19:15,2.642,2.642,ug/m3,1,0,Valid,2.339,2.339,ug/m3,1,0,Valid
28/01/2018 19:15,28/01/2018 19:30,2.9,2.9,ug/m3,1,0,Valid,2.671,2.671,ug/m3,1,0,Valid
28/01/2018 19:30,28/01/2018 19:45,3.857,3.857,ug/m3,1,0,Valid,3.712,3.712,ug/m3,1,0,Valid
28/01/2018 19:45,28/01/2018 20:00,2.698,2.698,ug/m3,1,0,Valid,2.559,2.559,ug/m3,1,0,Valid
28/01/2018 20:00,28/01/2018 20:15,1.091,1.091,ug/m3,1,0,Valid,1.038,1.038,ug/m3,1,0,Valid
28/01/2018 20:15,28/01/2018 20:30,1.242,1.242,ug/m3,1,0,Valid,1.101,1.101,ug/m3,1,0,Valid
28/01/2018 20:30,28/01/2018 20:45,0.933,0.933,ug/m3,1,0,Valid,0.896,0.896,ug/m3,1,0,Valid
28/01/2018 20:45,28/01/2018 21:00,1.013,1.013,ug/m3,1,0,Valid,0.934,0.934,ug/m3,1,0,Valid
28/01/2018 21:00,28/01/2018 21:15,1.048,1.048,ug/m3,1,0,Valid,0.875,0.875,ug/m3,1,0,Valid
28/01/2018 21:15,28/01/2018 21:30,1.043,1.043,ug/m3,1,0,Valid,0.824,0.824,ug/m3,1,0,Valid
28/01/2018 21:30,28/01/2018 21:45,1.972,1.972,ug/m3,1,0,Valid,1.1,1.1,ug/m3,1,0,Valid
28/01/2018 21:45,28/01/2018 22:00,3.896,3.896,ug/m3,1,0,Valid,3.249,3.249,ug/m3,1,0,Valid
28/01/2018 22:00,28/01/2018 22:15,4.062,4.062,ug/m3,1,0,Valid,3.258,3.258,ug/m3,1,0,Valid
28/01/2018 22:15,28/01/2018 22:30,3.544,3.544,ug/m3,1,0,Valid,3.128,3.128,ug/m3,1,0,Valid
28/01/2018 22:30,28/01/2018 22:45,2.151,2.151,ug/m3,1,0,Valid,2.041,2.041,ug/m3,1,0,Valid
28/01/2018 22:45,28/01/2018 23:00,1.503,1.503,ug/m3,1,0,Valid,1.336,1.336,ug/m3,1,0,Valid
28/01/2018 23:00,28/01/2018 23:15,3.673,3.673,ug/m3,1,0,Valid,3.072,3.072,ug/m3,1,0,Valid
28/01/2018 23:15,28/01/2018 23:30,1.539,1.539,ug/m3,1,0,Valid,1.328,1.328,ug/m3,1,0,Valid
28/01/2018 23:30,28/01/2018 23:45,1.331,1.331,ug/m3,1,0,Valid,1.126,1.126,ug/m3,1,0,Valid
28/01/2018 23:45,29/01/2018 00:00,1.676,1.676,ug/m3,1,0,Valid,1.28,1.28,ug/m3,1,0,Valid
29/01/2018 00:00,29/01/2018 00:15,1.777,1.777,ug/m3,1,0,Valid,1.3,1.3,ug/m3,1,0,Valid
29/01/2018 00:15,29/01/2018 00:30,1.236,1.236,ug/m3,1,0,Valid,1.171,1.171,ug/m3,1,0,Valid
29/01/2018 00:30,29/01/2018 00:45,1.362,1.362,ug/m3,1,0,Valid,1.296,1.296,ug/m3,1,0,Valid
29/01/2018 00:45,29/01/2018 01:00,1.396,1.396,ug/m3,1,0,Valid,1.255,1.255,ug/m3,1,0,Valid
29/01/2018 01:00,29/01/2018 01:15,2.642,2.642,ug/m3,1,0,Valid,1.696,1.696,ug/m3,1,0,Valid
29/01/2018 01:15,29/01/2018 01:30,3.058,3.058,ug/m3,1,0,Valid,2.062,2.062,ug/m3,1,0,Valid
29/01/2018 01:30,29/01/2018 01:45,2.623,2.623,ug/m3,1,0,Valid,1.936,1.936,ug/m3,1,0,Valid
29/01/2018 01:45,29/01/2018 02:00,1.653,1.653,ug/m3,1,0,Valid,1.324,1.324,ug/m3,1,0,Valid
29/01/2018 02:00,29/01/2018 02:15,1.141,1.141,ug/m3,1,0,Valid,0.99,0.99,ug/m3,1,0,Valid
29/01/2018 02:15,29/01/2018 02:30,1.742,1.742,ug/m3,1,0,Valid,1.254,1.254,ug/m3,1,0,Valid
29/01/2018 02:30,29/01/2018 02:45,1.186,1.186,ug/m3,1,0,Valid,1.091,1.091,ug/m3,1,0,Valid
29/01/2018 02:45,29/01/2018 03:00,1.405,1.405,ug/m3,1,0,Valid,1.29,1.29,ug/m3,1,0,Valid
29/01/2018 03:00,29/01/2018 03:15,1.971,1.971,ug/m3,1,0,Valid,1.629,1.629,ug/m3,1,0,Valid
29/01/2018 03:15,29/01/2018 03:30,2.026,2.026,ug/m3,1,0,Valid,1.547,1.547,ug/m3,1,0,Valid
29/01/2018 03:30,29/01/2018 03:45,2.086,2.086,ug/m3,1,0,Valid,1.474,1.474,ug/m3,1,0,Valid
29/01/2018 03:45,29/01/2018 04:00,2.286,2.286,ug/m3,1,0,Valid,1.506,1.506,ug/m3,1,0,Valid
29/01/2018 04:00,29/01/2018 04:15,1.6,1.6,ug/m3,1,0,Valid,1.383,1.383,ug/m3,1,0,Valid
29/01/2018 04:15,29/01/2018 04:30,1.773,1.773,ug/m3,1,0,Valid,1.401,1.401,ug/m3,1,0,Valid
29/01/2018 04:30,29/01/2018 04:45,1.981,1.981,ug/m3,1,0,Valid,1.497,1.497,ug/m3,1,0,Valid
29/01/2018 04:45,29/01/2018 05:00,1.989,1.989,ug/m3,1,0,Valid,1.608,1.608,ug/m3,1,0,Valid
29/01/2018 05:00,29/01/2018 05:15,2.039,2.039,ug/m3,1,0,Valid,1.593,1.593,ug/m3,1,0,Valid
29/01/2018 05:15,29/01/2018 05:30,2.458,2.458,ug/m3,1,0,Valid,1.685,1.685,ug/m3,1,0,Valid
29/01/2018 05:30,29/01/2018 05:45,2.041,2.041,ug/m3,1,0,Valid,1.586,1.586,ug/m3,1,0,Valid
29/01/2018 05:45,29/01/2018 06:00,2.329,2.329,ug/m3,1,0,Valid,1.745,1.745,ug/m3,1,0,Valid
29/01/2018 06:00,29/01/2018 06:15,2.29,2.29,ug/m3,1,0,Valid,1.877,1.877,ug/m3,1,0,Valid
29/01/2018 06:15,29/01/2018 06:30,2.275,2.275,ug/m3,1,0,Valid,1.871,1.871,ug/m3,1,0,Valid
29/01/2018 06:30,29/01/2018 06:45,1.682,1.682,ug/m3,1,0,Valid,1.603,1.603,ug/m3,1,0,Valid
29/01/2018 06:45,29/01/2018 07:00,1.855,1.855,ug/m3,1,0,Valid,1.66,1.66,ug/m3,1,0,Valid
29/01/2018 07:00,29/01/2018 07:15,1.692,1.692,ug/m3,1,0,Valid,1.434,1.434,ug/m3,1,0,Valid
29/01/2018 07:15,29/01/2018 07:30,1.935,1.935,ug/m3,1,0,Valid,1.549,1.549,ug/m3,1,0,Valid
29/01/2018 07:30,29/01/2018 07:45,2.563,2.563,ug/m3,1,0,Valid,1.765,1.765,ug/m3,1,0,Valid
29/01/2018 07:45,29/01/2018 08:00,2.74,2.74,ug/m3,1,0,Valid,1.837,1.837,ug/m3,1,0,Valid
29/01/2018 08:00,29/01/2018 08:15,2.6,2.6,ug/m3,1,0,Valid,1.863,1.863,ug/m3,1,0,Valid
29/01/2018 08:15,29/01/2018 08:30,2.279,2.279,ug/m3,1,0,Valid,2.061,2.061,ug/m3,1,0,Valid
29/01/2018 08:30,29/01/2018 08:45,3.393,3.393,ug/m3,1,0,Valid,2.365,2.365,ug/m3,1,0,Valid
29/01/2018 08:45,29/01/2018 09:00,3.174,3.174,ug/m3,1,0,Valid,2.315,2.315,ug/m3,1,0,Valid
29/01/2018 09:00,29/01/2018 09:15,2.863,2.863,ug/m3,1,0,Valid,2.463,2.463,ug/m3,1,0,Valid
29/01/2018 09:15,29/01/2018 09:30,3.9,3.9,ug/m3,1,0,Valid,3.315,3.315,ug/m3,1,0,Valid
29/01/2018 10:00,29/01/2018 10:15,4.96,4.96,ug/m3,1,0,Valid,4.018,4.018,ug/m3,1,0,Valid
29/01/2018 10:15,29/01/2018 10:30,4.517,4.517,ug/m3,1,0,Valid,4.099,4.099,ug/m3,1,0,Valid
29/01/2018 10:30,29/01/2018 10:45,4.665,4.665,ug/m3,1,0,Valid,3.939,3.939,ug/m3,1,0,Valid
29/01/2018 10:45,29/01/2018 11:00,5.276,5.276,ug/m3,1,0,Valid,4.034,4.034,ug/m3,1,0,Valid
29/01/2018 11:00,29/01/2018 11:15,4.613,4.613,ug/m3,1,0,Valid,3.814,3.814,ug/m3,1,0,Valid
29/01/2018 11:15,29/01/2018 11:30,6.994,6.994,ug/m3,1,0,Valid,4.304,4.304,ug/m3,1,0,Valid
29/01/2018 11:30,29/01/2018 11:45,5.754,5.754,ug/m3,1,0,Valid,4.61,4.61,ug/m3,1,0,Valid
29/01/2018 11:45,29/01/2018 12:00,5.894,5.894,ug/m3,1,0,Valid,4.585,4.585,ug/m3,1,0,Valid
29/01/2018 12:00,29/01/2018 12:15,6.162,6.162,ug/m3,1,0,Valid,4.154,4.154,ug/m3,1,0,Valid
29/01/2018 12:15,29/01/2018 12:30,6.207,6.207,ug/m3,1,0,Valid,4.329,4.329,ug/m3,1,0,Valid
29/01/2018 12:30,29/01/2018 12:45,6.421,6.421,ug/m3,1,0,Valid,4.392,4.392,ug/m3,1,0,Valid
29/01/2018 12:45,29/01/2018 13:00,12.91,12.91,ug/m3,1,0,Valid,7.767,7.767,ug/m3,1,0,Valid
29/01/2018 13:00,29/01/2018 13:15,12.41,12.41,ug/m3,1,0,Valid,9.378,9.378,ug/m3,1,0,Valid
29/01/2018 13:15,29/01/2018 13:30,11.57,11.57,ug/m3,1,0,Valid,7.212,7.212,ug/m3,1,0,Valid
29/01/2018 13:30,29/01/2018 13:45,8.969,8.969,ug/m3,1,0,Valid,5.75,5.75,ug/m3,1,0,Valid
29/01/2018 13:45,29/01/2018 14:00,6.699,6.699,ug/m3,1,0,Valid,4.227,4.227,ug/m3,1,0,Valid
29/01/2018 14:00,29/01/2018 14:15,3.515,3.515,ug/m3,1,0,Valid,1.957,1.957,ug/m3,1,0,Valid
29/01/2018 14:15,29/01/2018 14:30,3.872,3.872,ug/m3,1,0,Valid,1.764,1.764,ug/m3,1,0,Valid
29/01/2018 14:30,29/01/2018 14:45,4.899,4.899,ug/m3,1,0,Valid,2.058,2.058,ug/m3,1,0,Valid
29/01/2018 14:45,29/01/2018 15:00,4.962,4.962,ug/m3,1,0,Valid,1.988,1.988,ug/m3,1,0,Valid
29/01/2018 15:00,29/01/2018 15:15,4.242,4.242,ug/m3,1,0,Valid,2.049,2.049,ug/m3,1,0,Valid
29/01/2018 15:15,29/01/2018 15:30,4.073,4.073,ug/m3,1,0,Valid,1.995,1.995,ug/m3,1,0,Valid
29/01/2018 15:30,29/01/2018 15:45,5.491,5.491,ug/m3,1,0,Valid,2.306,2.306,ug/m3,1,0,Valid
29/01/2018 15:45,29/01/2018 16:00,4.886,4.886,ug/m3,1,0,Valid,2.376,2.376,ug/m3,1,0,Valid
29/01/2018 16:00,29/01/2018 16:15,4.312,4.312,ug/m3,1,0,Valid,2.317,2.317,ug/m3,1,0,Valid
29/01/2018 16:15,29/01/2018 16:30,4.698,4.698,ug/m3,1,0,Valid,2.376,2.376,ug/m3,1,0,Valid
29/01/2018 16:30,29/01/2018 16:45,3.719,3.719,ug/m3,1,0,Valid,2.775,2.775,ug/m3,1,0,Valid
29/01/2018 16:45,29/01/2018 17:00,4.584,4.584,ug/m3,1,0,Valid,2.724,2.724,ug/m3,1,0,Valid
29/01/2018 17:00,29/01/2018 17:15,5.813,5.813,ug/m3,1,0,Valid,2.636,2.636,ug/m3,1,0,Valid
29/01/2018 17:15,29/01/2018 17:30,4.937,4.937,ug/m3,1,0,Valid,2.657,2.657,ug/m3,1,0,Valid
29/01/2018 17:30,29/01/2018 17:45,5.636,5.636,ug/m3,1,0,Valid,3.272,3.272,ug/m3,1,0,Valid
29/01/2018 17:45,29/01/2018 18:00,8.461,8.461,ug/m3,1,0,Valid,5.59,5.59,ug/m3,1,0,Valid
