PMS5003Bin1,PMS5003Bin2,PMS5003Bin3,PMS5003Bin4,PMS5003Bin5,PMS5003Bin6
>0.30 µm,>0.50 µm,>1.0 µm,>2.5 µm,>5.0 µm,>10.0 µm
